W	assistance	noun	/əˈsɪstəns/	sta	as-（ad- 靠近）+ sist（sistere 立）+ -ance → 站到旁边把力气借出去 → 援助	拉丁语 assistentia ← assistere：ad-（靠近）+ sistere（站立）；sistere 是 stare 的重叠形	help or support given to someone who needs it	他一个人扛不动那头，另一个走过来托住一角，两人同时把它抬离地面	援助/帮助	The charity offers assistance to homeless families. | She walked upstairs without any assistance.	standing beside someone to take part of the load – 站到旁边替人分担一份重量	援助：站到旁边把自己的力气借出去|帮助：同一件事在日常小事上的说法	
W	equivalent	adjective / noun	/ɪˈkwɪvələnt/	aequus	aequi（相等，← aequus 两边一样平）+ valent（值、有力，← valere）→ 两边称出来的分量一样平	晚期拉丁语 aequivalens（价值相等的）← aequivalere：aequus（平的、相等的）＋valere（值、有力）	equal in value, amount or meaning, or a thing that is equal to another	天平一端放着金块，另一端堆着碎银，指针停在正中不偏	相等的/等价物/相当于	Ten miles is roughly equivalent to sixteen kilometres.|There is no exact equivalent in Chinese.	both sides weighing out the same – 两边称出来的分量一样平	相等的：两样东西的量或值一样|等价物：另一边那件顶得上它的东西|相当于：换算过来正好抵上那么多	
W	article	noun	/ˈɑːtɪkl/	ars	artus（关节、接合处，与 ars 同源）+ -culus（小）→ articulus：一个小关节 → 整体上被分开的一小节	古法语 article ← 拉丁语 articulus（小关节、分节）← artus（关节、接合），与 ars（手上的门道）同出一支	a piece of writing, a separate clause, a single item, or a grammar word like "the"	一份文件被横线切成一条条，每条自成一段，能单独指着说就是这一条	文章/条款/物品/冠词	She wrote an article about city birds.|Article five of the treaty covers this.	one joint in a thing that is divided into joints – 整体被分成一节节，其中的一节	文章：报刊上自成一节的那一篇|条款：合约或法规里单独成立的一条|物品：清单上一件件分开数的东西|冠词：名词前那个小小的一节，如 the	
W	eccentric	adjective	/ɪkˈsentrɪk/	centrum	ec-/ex-（出来）+ centr（圆心，← centrum）+ -ic → 圆心跑出了它该在的位置	中世纪拉丁语 eccentricus ← 希腊语 ekkentros：ek（出）＋kentron（圆规的尖脚、圆心）	behaving in a strange way, or not having the same centre	两个圆套在一起，里面那个的中点偏出去一截，一转就一边宽一边窄	古怪的/离心的	Her eccentric neighbour paints at night.|The wheel runs on an eccentric shaft.	the middle point sitting off where it belongs – 中点不在它该在的位置上	古怪的：言行不落在常人那个中点上|离心的：机械里中心特意偏开，转起来产生往外的甩劲	
W	declaration	noun	/ˌdekləˈreɪʃn/	clarus	de-（彻底）+ clar（明亮、清楚，← clarus）+ -ation → 把话摆到亮处，人人都看得清	拉丁语 declaratio（说明、宣告）← declarare：de（彻底）＋clarare（使明亮）← clarus（明亮、清楚）	an official or formal statement made in public	一张纸贴在城门口，字大得站远也认得出，末尾落着印和日期	宣告/声明/申报	The declaration was read out at noon.|You must sign a customs declaration.	words put where the light falls on them – 把话摆到亮处，谁都看得清	宣告：正式把一件事当众说明|声明：把自己的立场摆明，不留含糊|申报：向官方把该讲的情况一条条写清	
W	endure	verb	/ɪnˈdjʊə/	durare	en-/in-（使…）+ dur（硬，← durus）→ 硬着不软，一直撑在那里	古法语 endurer ← 拉丁语 indurare（使变硬）：in（使）＋durus（硬的）；表「持续」的 durare 同出此源	to bear something painful for a long time, or to last	他背着麻袋走了三十里，肩上压出两道红痕也没把袋子放下	忍受/持续	She endured years of pain without complaint.|Their friendship endured for fifty years.	going hard and not giving way – 硬着不软，撑在那里不动	忍受：难受的事压在身上也不放手|持续：东西也这么硬撑着，多少年都还在	
W	fluid	noun / adjective	/ˈfluːɪd/	fluere	flu（流，← fluere）+ -idus（有…性质的）→ 会自己往低处淌、不定形状的那种东西	拉丁语 fluidus（会流动的）← fluere（流动）	a substance that flows, such as a liquid or gas, or moving smoothly and easily	倒进方杯是方的，倒进圆杯是圆的，杯子一斜就顺着壁往下走	液体/流体/流畅的	Drink plenty of fluids in hot weather.|Her movements were smooth and fluid.	stuff with no shape of its own, always running downhill – 自己不定形状，总顺着低处淌	液体：能倒能流的那类东西|流体：物理上把液体和气体一并这么叫|流畅的：动作或线条像水那样接得上，不打顿	
W	objection	noun	/əbˈdʒekʃn/	jac	ob-（对着、挡在前）+ ject（投，← jacere）+ -ion → 把话像石头一样扔到对方跟前挡住他	拉丁语 obiectio（挡在前、抗辩）← obicere：ob（对着）＋jacere（投、扔）	a statement that you disagree with something, or the reason you give	他话还没说完，对面站起一个人，把手里那张纸往桌上一摔	反对/异议/反对的理由	She raised no objection to the plan.|My main objection is the cost.	words thrown down in the other's path – 把话扔到对方跟前，挡住他往下走	反对：明确站出来不同意|异议：与多数不同的那个说法本身|反对的理由：扔出去挡路的那块石头是什么	
W	accommodate	verb	/əˈkɒmədeɪt/	modus	ac-/ad-（朝向）+ com-（一起）+ mod（量度、尺寸，← modus）+ -ate → 按对方的尺寸把自己这边配上去	拉丁语 accommodatus（配得合适的）← accommodare：ad（朝向）＋commodus（合尺寸的）← com（一起）＋modus（量度、尺寸）	to provide room or lodging for someone, or to fit in with their needs	客人多来了两位，主人搬来两把椅子，桌子往外挪半尺，正好都坐下	容纳/提供住处/迁就	The hall can accommodate three hundred people.|We tried to accommodate his wishes.	sizing your side to fit the other's measure – 按对方的尺寸把自己这边配上	容纳：地方或器物装得下那么多|提供住处：把人安顿进屋里，给他一处睡|迁就：把自己的安排改一改，凑对方的尺寸	
W	pronunciation	noun	/prəˌnʌnsiˈeɪʃn/	nuntiare	pro-（当众、往前）+ nunci（报信，← nuntiare）+ -ation → 把字音像一则消息那样送到人耳前	古法语 prononciation ← 拉丁语 pronuntiatio（宣读、念出声）← pronuntiare：pro（当众）＋nuntiare（通告）← nuntius（信使）	the way a word is said, or the act of saying words	老师把同一个字念了三遍，嘴张多大、舌头搁哪儿都做给底下人看	发音/读法	His English pronunciation has improved.|The two words share one pronunciation.	sending the sound of a word out to another's ear – 把字音像消息一样送到人耳前	发音：把音说出口这件事，也指说出来的效果|读法：某个字该怎么念的那一套定法	
W	physiological	adjective	/ˌfɪziəˈlɒdʒɪkl/	physis	physio（天然的本性与运作，← physis）+ -logia（…之学）+ -al → 讲这具身子本来怎么运转的那一门	physiology（← 希腊语 physiologia：physis 自然、本性＋-logia …之学）＋-al	relating to the way living bodies work	医生指着挂图讲，心跳、出汗、饿了想吃，都是这具身子自己在按规矩办事	生理的/生理学的	Fear causes real physiological changes.|She studies physiological responses to cold.	about how a living body works of itself – 关于这具身子自己怎么运转	生理的：与身体天然的运作有关，不涉心理|生理学的：属于研究这套运作的那门学问	
W	professional	adjective / noun	/prəˈfeʃənl/	profiteri	pro-（在众人前）+ fess（承认、说出，← profiteri）+ -ion + -al → 当众认下这门本事，从此以它为业	profession（← 拉丁语 professio 当众声明、所认下的名分 ← profiteri：pro 在众人前＋fateri 承认）＋-al	relating to a paid occupation that needs training, or a person who does it	他把执照挂在墙上，收钱只做这一件事，做坏了得自己担着	专业的/职业的/专业人士	She wants professional advice on the contract.|He turned professional at nineteen.	standing on a skill you have owned out loud – 当众认下的那门本事，靠它立身	专业的：手上这门本事是练过的，做得出规矩|职业的：以此为生，与业余相对|专业人士：靠这门本事挣饭吃的那个人	
W	scientific	adjective	/ˌsaɪənˈtɪfɪk/	sci	sci（知道、分得清，← scire）+ -entia（所知）+ -ficus（造成…的）→ 造出确知的东西，不是随口说的	中世纪拉丁语 scientificus（属于学问的）← scientia（所知、学问）＋-ficus（造成…的）← scire（知道、分辨）	relating to science, or done in a careful and systematic way	同一个实验换三个人做，记下的数字对得上，才敢把结论写下来	科学的/严谨的	The claim has no scientific basis.|He takes a scientific approach to training.	making what is truly known, not what is merely said – 造出确知的东西，而不是随口说的	科学的：属于用实验和证据立起来的那套学问|严谨的：做法一步步可查，换人来做也一样	
W	desperate	adjective	/ˈdespərət/	sperare	de-（去掉、反向）+ sper（盼望，← sperare）+ -ate → 心里那份盼望被抽走，只剩豁出去	拉丁语 desperatus（丧了希望的）← desperare：de（去掉）＋sperare（盼望）	feeling hopeless, or ready to do anything because of great need	水已经涨到胸口，他把最后一块板往前一推，闭上眼跳了下去	绝望的/拼命的/极想要的	He gave a desperate cry for help.|She is desperate for a job.	the hope pulled out, only the last try left – 盼望被抽走，只剩最后一搏	绝望的：看不见还能盼的东西|拼命的：正因没得盼，什么险都敢冒|极想要的：缺到心里发慌，非弄到不行	
W	testimony	noun	/ˈtestɪməni/	testis	testi（见证人，← testis）+ -monium（表事物的后缀）→ 见证人当众说出来的那番话	拉丁语 testimonium（证词、见证）← testis（见证人）	a formal statement of what someone saw or knows, or clear proof of something	台前那人举手说完一段，书记员一字一句记下，纸上按了指印	证词/证明	His testimony sent two men to prison.|The old bridge is testimony to their skill.	the words a witness says out in the open – 见证人当众说出来的那番话	证词：在法庭上正式说出的所见所知|证明：一样东西本身摆在那里替谁作证	
W	tribe	noun	/traɪb/	tribuere	tribus（罗马最初划分出的一支人，与 tribuere 分派同源）→ 从整体里分出来、自成一支的那群人	拉丁语 tribus（部族、罗马人最初划分的一支），与 tribuere（分配、分派）同出一支	a group of people of the same descent and customs, living under a leader	河谷里几百口人讲同一种话、认同一个长者，隔山那边是另外一伙	部落/部族/族群	The tribe moved south each winter.|Twelve tribes shared the same language.	one branch divided off from the whole people – 从整体里分出来、自成一支的那群人	部落：靠血缘和习俗聚在一处、有首领的一群|部族：同一祖源分出的那一支，规模更大|族群：泛指分得出来的一群人，如各族群共处	
W	provoke	verb	/prəˈvəʊk/	vocare	pro-（往前、朝外）+ vok（叫，← vocare）→ 冲着人喊，把他心里的反应叫出来	拉丁语 provocare（唤出、挑动）：pro（往前）＋vocare（呼叫）← vox（声音）	to cause a reaction, or to make someone angry on purpose	他一句接一句冲着对面喊，那人本来坐着，最后拍桌站了起来	激起/挑动/惹怒	The remark provoked laughter in the hall.|Do not provoke the dog.	calling a reaction out of someone – 冲着人喊，把他的反应叫出来	激起：把某种反应从人身上引出来|挑动：有意去撩，让局面动起来|惹怒：叫出来的那个反应是火气	
W	advent	noun	/ˈædvent/	venire-invent	ad-（朝、到）+ vent（来）→ 一件大事朝这边过来，已经到了眼前	拉丁语 adventus（到来）← advenire：ad-（朝向）＋venire（来）	the arrival of an important person, thing, or period	站台上的人都朝同一头张望，远处车头的灯已经能看见	到来/出现	The advent of the internet changed everything.|People waited for the advent of spring.	something important coming into view – 要紧的东西朝这边来了	到来：一件大事走到眼前的那一刻|出现：原先没有的东西开始存在于世上	
W	adventure	noun	/ədˈventʃə/	venire-invent	ad-（朝）+ vent（来）+ -ure → 迎面撞上来的事，事先谁也说不准是什么	古法语 aventure ← 通俗拉丁语 *adventura（将要到来的事）← 拉丁语 advenire：ad-（朝向）＋venire（来）	an exciting or risky experience	两个人背着包走进没画在图上的岔路，路口连块牌子也没有	冒险/奇遇	They set off on an adventure in the mountains.|Her trip across Asia was a real adventure.	walking into whatever comes at you – 迎面来什么全然不知地走进去	冒险：明知说不准会碰上什么，还是往里走|奇遇：路上撞上来的一段稀罕经历	
W	convenience	noun	/kənˈviːniəns/	venire-invent	con-（一起）+ ven（来）+ -ience → 需要的几样正好凑到一处来	拉丁语 convenientia（相合、适宜）← convenire：com-（一起）＋venire（来）	the quality of being easy to use or well suited to your needs	楼下拐角就有一家小店，深夜下楼两分钟能买到牙刷	方便/便利/便利设施	We chose the flat for its convenience.|The hotel has every modern convenience.	things coming together right where you need them – 要用的东西正好都凑到手边	方便：省时省力，用起来不费事|便利：条件都凑齐了，办事顺当|便利设施：为省事专门备下的那些东西	
W	convention	noun	/kənˈvenʃn/	venire-invent	con-（一起）+ vent（来）+ -ion → 众人聚到一处，以及聚起来定下的那套东西	拉丁语 conventio（集会、约定）← convenire：com-（一起）＋venire（来）	a large formal meeting, or an accepted way of doing things	几百人从各地赶到同一个场馆，散场时手里都拿着同一份签好的文本	大会/惯例/公约	She spoke at the party's annual convention.|By convention, the host pays the bill.	coming together, and what the gathering settles on – 聚到一处，以及聚起来定下的东西	大会：众人从各处聚到同一场合|惯例：大家心里都认、不必再商量的那套做法|公约：多方聚拢后正式签下的那份约定	
W	conventional	adjective	/kənˈvenʃənl/	venire-invent	con-（一起）+ vent（来）+ -ional → 众人聚起来认下的那一套，照它来的	晚期拉丁语 conventionalis ← 拉丁语 conventio（约定、成例）← convenire：com-（一起）＋venire（来）	following what most people usually do	一屋子人都穿深色西装，后进门的也解开外套换了同色的一身	传统的/常规的/因循的	They had a conventional wedding in the village church.|He uses conventional methods only.	going the way the gathering agreed on – 按众人聚起来定下的那套走	传统的：跟着一直以来的那一套做|常规的：属于多数场合的通常做法|因循的：只肯照旧，不肯出格	
W	intervene	verb	/ˌɪntəˈviːn/	venire-invent	inter-（在中间）+ vene（来）→ 从两者中间插进来	拉丁语 intervenire：inter-（在中间）＋venire（来）——'走到中间来'	to come between people or events in order to change what happens	两人在街上推搡起来，第三个人挤进当中，两只手各挡一边	干预/调停/介入	The police had to intervene in the fight.|She intervened to stop the argument.	stepping in between – 走到两者当中去	干预：外人插手，把事情的走向改掉|调停：站在两边中间劝和|介入：本不相干的一方进到事里来	
W	revenue	noun	/ˈrevənjuː/	venire-invent	re-（回）+ venue（来）→ 投出去以后又转回到手里的那一份	古法语 revenue（返回、收益）← revenir ← 拉丁语 revenire：re-（回）＋venire（来）	the money that a business or a government takes in	月底把柜台钱箱倒空，一张张点过，比进货那天出去的厚了一层	收入/税收/收益	The shop's revenue rose by ten percent.|Tax revenue fell sharply last year.	what comes back in – 转回到手里的那一份	收入：一段时间里进到账上的钱|税收：政府按法收进来的那部分|收益：一桩生意转回来的钱数	
W	access	noun / verb	/ˈækses/	ced	ac-（ad- 的变体，朝向）+ cess（行走）→ 走到跟前去 → 进得去、够得着	拉丁语 accessus（走近、入口）← accedere：ad-（朝向）＋cedere（行走）	the right or means of getting to something, or to get at it	门卫核过卡，闸机开了一条缝，他侧身进了只有少数人能进的那层楼	通道/使用权/查阅	The building has access for wheelchairs.|She could not access her own account.	being able to walk up to a thing – 能走到它跟前	通道：能走进去的那条路或那个口子|使用权：许你去用、去看的那份资格|查阅：到库里把要的那条取出来看	
W	excess	noun	/ɪkˈses/	ced	ex-（出去）+ cess（行走）→ 走到界线外头的那一部分	拉丁语 excessus（越出）← excedere：ex-（出）＋cedere（行走）	an amount that is more than what is needed or allowed	米倒进量杯，高过刻度线的那些顺着杯口淌到桌面上	过量/超出部分	He drank to excess at the party.|You must pay for excess baggage.	what has walked past the line – 越过线那一头的部分	过量：多到超出该有的限度|超出部分：越过定额之外多出来的那些	
W	excessive	adjective	/ɪkˈsesɪv/	ced	ex-（出去）+ cess（行走）+ -ive → 已经走过界的	古法语 excessif ← 中世纪拉丁语 excessivus ← 拉丁语 excedere：ex-（出）＋cedere（行走）	much more than is reasonable or necessary	一整勺盐倒进汤锅，尝一口齁得咽不下去	过分的/过度的	The noise from the bar was excessive.|She spends an excessive amount on clothes.	gone well past where the line was – 早已走过那条线	过分的：超出常理能接受的那个度|过度的：量上多得压过了该有的分寸	
W	necessary	adjective	/ˈnesəsəri/	ced	ne-（不）+ cess（让开、退走）+ -ary → 退不开、绕不过去的	拉丁语 necessarius（避不开的、不可少的）← necesse，一般析为 ne-（不）＋cedere（让开、退走）	needed in order for something to happen or be done	出门前摸口袋，钥匙不在就只能折回去拿，别的都可以不带	必要的/必需的	Sleep is necessary for good health.|Take only what is necessary for the trip.	what will not step out of the way – 让不开也躲不过的那一样	必要的：少了它这件事就办不成|必需的：非得有，找不出东西替它	
W	necessitate	verb	/nəˈsesɪteɪt/	ced	ne-（不）+ cess（让开）+ -itate → 把局面逼到没有别条路可让	中世纪拉丁语 necessitare（使成为不可免）← 拉丁语 necessitas（避不开的处境）← necesse：ne-（不）＋cedere（让开）	to make something necessary or unavoidable	桥断了，所有车只剩绕山那一条路能走	使成为必需/迫使	The heavy rain necessitated a change of plan.|His illness necessitated a long rest.	leaving no way to step aside – 把别的路都堵上，只剩这一条	使成为必需：让某件事从此非做不可|迫使：形势逼着人只能这么办	
W	necessity	noun	/nəˈsesəti/	ced	ne-（不）+ cess（让开）+ -ity → 退不开的那种处境，也指退不开非要的东西	古法语 necessite ← 拉丁语 necessitas（避不开）← necesse：ne-（不）＋cedere（让开、退走）	something you must have, or the state of being unavoidable	逃难的包里最后只剩三样，水、药、一件外套	必需品/必要性	Water is a basic necessity of life.|There is no necessity to hurry.	the thing you cannot do without – 缺了就过不去的那一样	必需品：日子过下去缺不了的那些东西|必要性：一件事到了非做不可的那种程度	
W	administration	noun	/ədˌmɪnɪˈstreɪʃn/	minus-less	ad-（朝向）+ minister（居下承事的人，← minus 更小）+ -ation → 一批人在下面把事务承起来办	拉丁语 administratio（执行、经管）← administrare：ad-（朝向）＋ministrare（服事）← minister（仆从）← minus（更小）	the work of running an organization, or the people who run it	一排桌子上摊着表格和印章，盖完的往左边推，没盖的还堆在右手边	管理/行政/政府	The company improved its administration of funds.|She works in hospital administration.	the below-stairs work of running a thing – 在下位把一摊事务承起来办	管理：把一摊事务照章办下来|行政：机构日常的那些事务与手续|政府：在上位者之下具体执政的那一班人	
W	miniature	noun / adjective	/ˈmɪnətʃə/			意大利语 miniatura（手抄本上的小幅插画）← miniare（用红铅上色）← 拉丁语 minium（红铅）；'小'这一义出自插画本身细小，后又受 minor / minimus 一类 min- 词牵引，与 minus（更小）并非同源	a very small copy or model of something	火柴盒大小的一把椅子，扶手上的雕花要凑到眼前才看得清	微型的/小模型/小画像	He collects miniature trains.|She painted a miniature of her mother.	a thing made small enough to sit in the palm – 缩到能托在掌心的一件东西	微型的：按原物缩小许多倍做出来的|小模型：照原样缩小的那件复制品|小画像：手掌大小的一幅人像，源出手抄本上的细画	
W	minimum	noun / adjective	/ˈmɪnɪməm/	minus-less	minimus（最小，minus 一支的最高级）→ 一列量里最靠下的那一个	拉丁语 minimum（最少量）← minimus（最小的），与 minus / minor 同为一支的比较级形	the smallest amount or level that is possible or allowed	水表上那条红线画在最下面，水位再落就抽不上来了	最小值/最低限度	We need a minimum of ten people.|The minimum wage went up in April.	the lowest point of a range – 一列量里最靠下的那一点	最小值：一组数里最靠下的那一个|最低限度：再低就不许或办不成的那条线	
W	ministry	noun	/ˈmɪnɪstri/	minus-less	minister（居下承事的人，← minus 更小）+ -y → 承事者所司的那一摊，或他们合成的那个机构	古法语 menistere ← 拉丁语 ministerium（职事、服事）← minister（仆从）← minus（更小）	a government department, or the work of a member of the clergy	楼门口挂一块铜牌，进出的人都夹着盖了同一个章的文件	部/牧师职务	He works at the Ministry of Education.|She entered the ministry at thirty.	the office of those who serve under – 居下承事者所司的那一摊	部：政府里分管一摊事务的那一级机构|牧师职务：在教会里服事众人的那份职分	
W	computer	noun	/kəmˈpjuːtə/	putare	com-（合起来）+ put（点算）+ -er → 替人把各项合起来算的那件东西	拉丁语 computare（合算）：com-（一起）＋putare（清点、估算）；-er 表施事，17 世纪先指'做计算的人'	an electronic machine that stores information and works on it	桌上一个方盒子嗡嗡响着，屏幕上的数字一秒钟跳过几百遍	计算机/电脑	She bought a new computer for work.|The computer stores all our records.	the thing that reckons it all up for you – 替你把各项合起来算清的那件东西	计算机：按指令处理数据的那台机器|电脑：同一样东西的日常叫法，多指桌上那台	
W	counter	noun	/ˈkaʊntə/	putare	com-（合起来）+ put（点算）→ computare 经古法语 conter（数）→ 点数收钱的那张台子，也指替人点数的那件东西	古法语 conteor（算桌）← 中世纪拉丁语 computatorium（记账处）← 拉丁语 computare：com-＋putare（清点）	a long flat surface where you are served, or a device that counts	一张长台横在店里，客人把钱放上去，店主在这一侧一枚枚数过	柜台/计数器	She waited at the counter to pay.|The counter showed three thousand steps.	where things get tallied up – 把数目点清的那张台子或那件东西	柜台：店里数钱交货的那张长台|计数器：把次数一件件自动累上去的那件装置	
W	put	verb	/pʊt/			中古英语 putten / puten（推、放）← 古英语 putung（推动）与 pytan（戳出）一支，更早词源不明；与拉丁语 putare（清点）无关，只是拼写相近	to move something into a particular place or position	他把杯子从托盘上取下来，稳稳搁在桌子正中	放/使处于/表述	Put the box on the top shelf.|She put it very clearly indeed.	moving a thing to where it will stay – 把东西挪到它该待的位置	放：把东西挪到某处停下|使处于：把人或事弄到某种境地，如置于险境|表述：把想法安放成话，轻重全在怎么摆	
W	reputation	noun	/ˌrepjuˈteɪʃn/	putare	re-（反复）+ put（点算、估量）+ -ation → 众人反复估量之后给出的那个数	拉丁语 reputatio（反复估量、思量）← reputare：re-（反复）＋putare（清点、估算）	the general opinion that people have about someone or something	街坊提起那家铺子都点头，还没进门就知道秤准不准	名声/声誉	The school has a good reputation.|He ruined his reputation in a week.	the figure others arrive at after weighing you up – 别人反复估量后给你定的那个数	名声：外人对一个人是好是坏的普遍说法|声誉：长年积下来、被人认下的那份好评价	
W	format	noun / verb	/ˈfɔːmæt/	forma	form（形状）+ -at → formatus（被塑成的）→ 定下来的那个式样	法语 format（开本、式样）← 拉丁语 formatus（被塑成的）← formare ← forma（形状、模子）	the way in which something is arranged or presented	同一份文字排成三种样子，一种窄栏、一种通栏、一种折成小册	格式/版式/格式化	Please send the file in another format.|He formatted the disk by mistake.	the settled shape a thing is put into – 一样东西被定下来的那个样子	格式：内容按哪一套规矩摆放|版式：一页上字与图的大小和位置安排|格式化：把介质重新划出格子，原有内容一并清掉	
W	formula	noun	/ˈfɔːmjələ/	forma	forma（形状、模子）+ -ula（小）→ 一个小模子，照它套就出同样的东西	拉丁语 formula（小模子、定式），是 forma（形状、模子）的指小形	a fixed set of symbols or words used to state a rule or recipe	黑板上一行符号，谁把数字填进去都能算出同一个结果	公式/配方/套话	The teacher wrote the formula on the board.|The drink is made to a secret formula.	a small mould others can be cast in – 一个小模子，照它套就出同样的东西	公式：把一条规律写成可代入的符号串|配方：照定量配料做出同一样东西的那份单子|套话：说过多次、照模子填词的那种话	
W	formulate	verb	/ˈfɔːmjuleɪt/	forma	formula（小模子、定式）+ -ate → 把散着的想法灌进模子，成一句站得住的话	formula（定式）＋-ate；formula 是拉丁语 forma（形状、模子）的指小形	to express an idea or plan clearly and in an exact form	一整晚在纸上划掉又重写，最后那句删到只剩十几个字	明确表达/制定	She formulated her question with care.|The team formulated a new plan.	pouring loose thought into a fixed mould – 把散着的想法灌进定了型的模子	明确表达：把含混的意思整成一句准确的话|制定：把做法一条条定成成文的方案	
W	compete	verb	/kəmˈpiːt/	pet	com-（一起）+ pete（追求）→ 几个人一起朝同一样东西扑过去	拉丁语 competere（一同追求、相争）：com-（一起）＋petere（追求、索求）	to try to win something or to be more successful than others	起跑线上八个人同时冲出去，终点只有一根带子	竞争/比赛	Small shops cannot compete with big chains.|She competes for her country.	several going after the same one thing – 几个人同时朝一样东西扑过去	竞争：跟别人抢同一样东西，如客户或名额|比赛：在定好的规则里比谁更强	
W	competitive	adjective	/kəmˈpetətɪv/	pet	com-（一起）+ pet（追求）+ -itive → 属于一起抢那一样东西的，或抢得下来的	拉丁语 competitus（competere 的过去分词）← competere：com-（一起）＋petere（追求）	involving rivalry, or good enough to do well against others	一间铺子把价签改到比隔壁低两毛，隔壁当天也换了签	竞争的/有竞争力的/好胜的	The market is highly competitive.|He is very competitive at games.	in the scramble for the same thing – 处在同抢一样东西的那个局里	竞争的：这个场合本身就是几方相争|有竞争力的：条件够好，抢得过别人|好胜的：性子上事事都要争先	
W	repeat	verb / noun	/rɪˈpiːt/	pet	re-（再一次）+ peat（追求、去取）→ 再去取一遍，同一件事又走一趟	古法语 repeter（重说、重做）← 拉丁语 repetere：re-（再）＋petere（追求、取）	to say or do something again	电话那头没听清，他又把同一串号码从头念了一遍	重复/重播	Could you repeat the last word?|The channel showed a repeat of the match.	going after the same thing one more time – 同一样东西再去取一遍	重复：把同样的话或动作再做一次|重播：同一段节目再放一遍	
W	certificate	noun	/səˈtɪfɪkət/	certus	certi（已定的，← certus）+ -ficate（做成）→ 把'已经查定'做成一张纸	中世纪拉丁语 certificatum（已证明之物）← certificare：certus（已定的）＋facere（做）	an official paper stating that a fact is true	一张硬纸边上压着钢印，指腹摸过去有一圈凸起	证书/证明	She framed her teaching certificate.|You need a birth certificate to apply.	a paper that makes a fact settled – 把一件事做成'已定'的那张纸	证书：证明学过、够格的那张正式纸|证明：为某项事实出具的书面凭据	
W	certify	verb	/ˈsɜːtɪfaɪ/	certus	certi（已定的，← certus）+ -fy（使成为）→ 把还在摇摆的说法弄成定下的	古法语 certefier ← 晚期拉丁语 certificare（使确定）：certus（已定的）＋facere（做）	to state officially that something is true or meets a standard	检验员看完仪表读数，在单子末尾签下名字，又压了一个印	证明/认证	A doctor must certify the cause of death.|The lab certified the water as safe.	making a thing officially settled – 签个字把一件事定下来	证明：出面担保某事为真|认证：按标准查过后正式给出合格的判定	
W	accuracy	noun	/ˈækjərəsi/	cura	ac-（ad- 的变体，朝向）+ cur（用心，← cura）+ -acy → 心思用足之后，处处都对得上	拉丁语 accuratio（用心、精细）← accuratus（费过心做出的）← accurare：ad-（朝向）＋cura（关切）	the state of being exactly right	卡尺量过三遍，三次读数末位都一样，才写进单子	准确性/精确度	The report's accuracy was checked twice.|He shoots with great accuracy.	what comes of taking pains – 心思用足之后处处对得上	准确性：说法或数据与实情对得上的程度|精确度：测量或做工能细到哪一位	
W	sure	adjective	/ʃɔː/	cura	se-（脱离）+ cure（挂心，← cura）→ securus：心上不必再挂着 → 拿得稳、不再疑	古法语 seur ← 拉丁语 securus：se-（脱离）＋cura（挂心、忧虑）——'无所挂心的'	having no doubt that something is true or will happen	出门前他没回头看门锁，钥匙在兜里响了一下就走了	确信的/肯定的/牢靠的	I am sure she will come.|Make sure the door is locked.	nothing left to keep worrying about – 心里再没有要挂着的那件事	确信的：心里认定如此，不再摇摆|肯定的：对一件事的判断不留余地|牢靠的：东西或办法稳当，不担心出岔	
W	financial	adjective	/faɪˈnænʃl/	fin	fin（终结、结清）+ -ance + -ial → 与把账结到头那一摊有关的	finance（← 中古法语 finance 结算 ← finer 终结、清账 ← 拉丁语 finis 界限、终点）＋-ial	relating to money and the way it is managed	桌上三本账簿摊开，最后一页两列数字终于对上，笔搁下了	财务的/金融的	The company is in financial trouble.|She gave me financial advice.	to do with settling up – 与把账结到头有关	财务的：一家机构收支与账目那一摊|金融的：钱本身的融通与买卖那个行当	
W	fine	adjective / noun	/faɪn/	fin	fin（终点、界限）→ 做到了头、无可再加的；也指为了结一桩事一次付清的那一笔	古法语 fin（做到极处的、上等的）与中世纪拉丁语 finis（了结债务的那笔付款），同出拉丁语 finis（界限、终点）	of high quality, or a sum of money paid as a penalty	一块玉磨到再磨也磨不出更亮的那一步；另一张纸上写着停车超时要交多少钱	上等的/细的/罚款	This is a fine piece of silk.|He paid a fine for parking there.	carried to the very end of a line – 走到线的尽头，或到尽头一次结清	上等的：做到极处，再挑不出更好的|细的：分到极细的那一步，如细沙、细线|罚款：为了结一桩过失而交出去的那笔钱	
W	emergency	noun	/ɪˈmɜːdʒənsi/	mergere	e-（出）+ merg（没入）+ -ency → 本来沉着看不见的事忽然冒出水面，逼你当下就应	拉丁语 emergentia（浮现）← emergens ← emergere：e-（出）＋mergere（没入水中）	a sudden dangerous situation that must be dealt with at once	半夜走廊的红灯全亮起来，值班的人抓起外套就往楼梯口跑	紧急情况/急诊	Call this number in an emergency.|She was taken to the emergency room.	what breaks the surface without warning – 忽然冒出水面、来不及等的那件事	紧急情况：突然发生、必须立刻处置的局面|急诊：医院里专收这种当下就得治的那一科	
W	submerge	verb	/səbˈmɜːdʒ/	mergere	sub-（在下面）+ merge（没入）→ 按到水面以下去，直到看不出来	拉丁语 submergere：sub-（在下）＋mergere（浸入、没入）	to go or to put something under the surface of water	河水涨过一夜，早上那排石阶连最上面一级都看不见了	淹没/下沉	The boat submerged within minutes.|Floods submerged the whole village.	going down under the surface – 没到面下去	淹没：水盖过某物，它就此看不见|下沉：整个没到水面以下去	
